frame,part,index,hand_index,x,y,z
1,hand,0,0,0.39582404494285583,0.8232712745666504,-1.2890754419458972e-07
1,hand,1,0,0.4132006764411926,0.8389023542404175,-0.0017661210149526596
1,hand,2,0,0.421756774187088,0.8616095185279846,-0.002866562223061919
1,hand,3,0,0.42591995000839233,0.8847203254699707,-0.003696187399327755
1,hand,4,0,0.4278947412967682,0.902199387550354,-0.003923656418919563
1,hand,5,0,0.4102363586425781,0.8848655223846436,-0.0014105068985372782
1,hand,6,0,0.4200003743171692,0.9027237296104431,-0.0015782827977091074
1,hand,7,0,0.4236862063407898,0.8930661082267761,-0.0019580970983952284
1,hand,8,0,0.42286115884780884,0.884335458278656,-0.002169512677937746
1,hand,9,0,0.4014255404472351,0.8865319490432739,-0.00045814007171429694
1,hand,10,0,0.412643164396286,0.9009307026863098,0.00031297249370254576
1,hand,11,0,0.4158644676208496,0.8918619751930237,0.0005218450096435845
1,hand,12,0,0.4141336977481842,0.8831122517585754,0.0001269221247639507
1,hand,13,0,0.3948821723461151,0.8836479187011719,0.0005944886361248791
1,hand,14,0,0.4056110084056854,0.8969786167144775,0.0010401253821328282
1,hand,15,0,0.4087405800819397,0.889946460723877,0.0022124561946839094
1,hand,16,0,0.40731820464134216,0.8808964490890503,0.002573257079347968
1,hand,17,0,0.3904346227645874,0.8796052932739258,0.0016358059365302324
1,hand,18,0,0.39918577671051025,0.8899999260902405,0.0026562362909317017
1,hand,19,0,0.40246012806892395,0.8855391144752502,0.004584044683724642
1,hand,20,0,0.4016960859298706,0.8792293071746826,0.005878882948309183
1,hand,0,1,0.564917266368866,0.8075563907623291,1.0722496313064767e-07
1,hand,1,1,0.551946759223938,0.8177478909492493,-0.007104182615876198
1,hand,2,1,0.5429025888442993,0.8410091996192932,-0.008687212131917477
1,hand,3,1,0.5363706350326538,0.8606652021408081,-0.00881541520357132
1,hand,4,1,0.5298068523406982,0.8751938343048096,-0.008232856169342995
1,hand,5,1,0.5524226427078247,0.86692875623703,-0.004099198617041111
1,hand,6,1,0.5428714752197266,0.8904170989990234,-0.005498844664543867
1,hand,7,1,0.5374094247817993,0.904467761516571,-0.006904788315296173
1,hand,8,1,0.5335866212844849,0.9162997603416443,-0.00793202593922615
1,hand,9,1,0.5561103820800781,0.8697381615638733,-0.0008855115156620741
1,hand,10,1,0.5470161437988281,0.8924621343612671,-0.002526721451431513
1,hand,11,1,0.5405896902084351,0.9056433439254761,-0.0038877634797245264
1,hand,12,1,0.5353828072547913,0.9163459539413452,-0.004751419182866812
1,hand,13,1,0.5570788979530334,0.8692235946655273,0.001728598726913333
1,hand,14,1,0.5486458539962769,0.8904505372047424,0.000126411541714333
1,hand,15,1,0.5422815084457397,0.9032664895057678,-0.0009363499120809138
1,hand,16,1,0.5369497537612915,0.9135446548461914,-0.0014760667691007257
1,hand,17,1,0.5562558770179749,0.8667609095573425,0.003672331804409623
1,hand,18,1,0.5485644936561584,0.8858219981193542,0.00264539523050189
1,hand,19,1,0.5427133440971375,0.8971056938171387,0.002234802581369877
1,hand,20,1,0.5376507639884949,0.9053910970687866,0.002165335463359952
1,pose,0,-1,0.4725472629070282,0.20991945266723633,-0.4350428879261017
1,pose,1,-1,0.4810468256473541,0.18293488025665283,-0.4120940864086151
