frame,part,index,hand_index,x,y,z
1,hand,0,0,0.5999858379364014,0.8655807375907898,8.464725453904975e-08
1,hand,1,0,0.5863935947418213,0.8794575333595276,-0.00499605992808938
1,hand,2,0,0.5801076889038086,0.9067093133926392,-0.005335167516022921
1,hand,3,0,0.5771193504333496,0.9317749738693237,-0.0039009712636470795
1,hand,4,0,0.5747827887535095,0.9503945708274841,-0.0015980430180206895
1,hand,5,0,0.5943002104759216,0.9304892420768738,-0.005785534158349037
1,hand,6,0,0.587270200252533,0.9636873006820679,-0.005321348551660776
1,hand,7,0,0.5800008177757263,0.9708446860313416,-0.004050164483487606
1,hand,8,0,0.5745376944541931,0.9729223847389221,-0.002718985779210925
1,hand,9,0,0.6026898622512817,0.9311028718948364,-0.0017058239318430424
1,hand,10,0,0.5950955152511597,0.9616974592208862,-1.1849167094624136e-05
1,hand,11,0,0.5877237319946289,0.9639576077461243,0.0018049395876005292
1,hand,12,0,0.583120584487915,0.9625195264816284,0.0029704137705266476
1,hand,13,0,0.6075407862663269,0.926592230796814,0.0024654904846102
1,hand,14,0,0.6009551286697388,0.9517238140106201,0.004587642848491669
1,hand,15,0,0.5939623713493347,0.953715980052948,0.006201662123203278
1,hand,16,0,0.5893663167953491,0.9519822001457214,0.0068711936473846436
1,hand,17,0,0.6093583106994629,0.9202488660812378,0.006294372491538525
1,hand,18,0,0.6047259569168091,0.9411930441856384,0.008304959163069725
1,hand,19,0,0.5986959338188171,0.944473147392273,0.010119750164449215
1,hand,20,0,0.5945677161216736,0.9424010515213013,0.011462844908237457
1,pose,0,-1,0.5112887024879456,0.20449963212013245,-0.6023619174957275
1,pose,1,-1,0.5228032469749451,0.1798102855682373,-0.5777109861373901
1,pose,2,-1,0.5284480452537537,0.18112647533416748,-0.5778149962425232
1,pose,3,-1,0.5334653854370117,0.18228769302368164,-0.5779341459274292
1,pose,4,-1,0.503502368927002,0.17983442544937134,-0.5765817761421204
1,pose,5,-1,0.4971603453159332,0.18058615922927856,-0.5767311453819275
1,pose,6,-1,0.4925273358821869,0.18176007270812988,-0.5768657922744751
1,pose,7,-1,0.542022168636322,0.1990104615688324,-0.4272950291633606
1,pose,8,-1,0.4854888617992401,0.19960904121398926,-0.42550671100616455
1,pose,9,-1,0.5236057639122009,0.23681646585464478,-0.5465259552001953
1,pose,10,-1,0.49787357449531555,0.23476797342300415,-0.5460105538368225
1,pose,11,-1,0.5826718211174011,0.3699564039707184,-0.3223482072353363
1,pose,12,-1,0.43705329298973083,0.37712785601615906,-0.3266768753528595
1,pose,13,-1,0.5919264554977417,0.5974694490432739,-0.26766708493232727
1,pose,14,-1,0.4372046887874603,0.5988476276397705,-0.27795106172561646
1,pose,15,-1,0.5960589647293091,0.8444079160690308,-0.3356308341026306
1,pose,16,-1,0.43070852756500244,0.8351325392723083,-0.3613870441913605
1,pose,17,-1,0.6028547286987305,0.9153001308441162,-0.37277764081954956
1,pose,18,-1,0.4253636300563812,0.9044101238250732,-0.39412370324134827
1,pose,19,-1,0.5896221399307251,0.9211462736129761,-0.4006635844707489
1,pose,20,-1,0.43725499510765076,0.903624951839447,-0.43780824542045593
1,pose,21,-1,0.5835338234901428,0.9015242457389832,-0.3477461636066437
1,pose,22,-1,0.4420836567878723,0.8858698606491089,-0.3798389434814453
1,pose,23,-1,0.5512304902076721,0.7053561210632324,-0.005406335461884737
1,pose,24,-1,0.47414258122444153,0.7010830044746399,0.005445448216050863
1,pose,25,-1,0.5479970574378967,0.9525547623634338,-0.12267481535673141
1,pose,26,-1,0.48740121722221375,0.9720888733863831,-0.1282086968421936
1,pose,27,-1,0.5317951440811157,1.1180412769317627,0.246961772441864
1,pose,28,-1,0.4744545519351959,1.105586290359497,0.25016817450523376
1,pose,29,-1,0.5301907062530518,1.1411982774734497,0.27717864513397217
1,pose,30,-1,0.47364482283592224,1.1188673973083496,0.284482479095459
1,pose,31,-1,0.5352464318275452,1.1981016397476196,0.16215495765209198
1,pose,32,-1,0.471682071685791,1.1822212934494019,0.15531200170516968
2,hand,0,0,0.5996153950691223,0.8651949763298035,9.918446863821373e-08
2,hand,1,0,0.5854057669639587,0.8791748285293579,-0.0062896693125367165
2,hand,2,0,0.5795753002166748,0.9063003659248352,-0.007181927561759949
2,hand,3,0,0.5765440464019775,0.9320309162139893,-0.005903970450162888
2,hand,4,0,0.5725758075714111,0.9507221579551697,-0.0037377532571554184
2,hand,5,0,0.5938088297843933,0.9300547242164612,-0.006950825918465853
2,hand,6,0,0.5874694585800171,0.9633011817932129,-0.005880098324269056
2,hand,7,0,0.581235408782959,0.9720184206962585,-0.003991993609815836
2,hand,8,0,0.5768303275108337,0.9754388332366943,-0.002296390710398555
2,hand,9,0,0.6026049256324768,0.9301539659500122,-0.0020085687283426523
2,hand,10,0,0.5956004858016968,0.9627529382705688,6.87416541040875e-05
2,hand,11,0,0.5885335206985474,0.9665860533714294,0.0025467704981565475
2,hand,12,0,0.5841130614280701,0.9662671089172363,0.004308285191655159
2,hand,13,0,0.607361376285553,0.9254522323608398,0.0029556897934526205
2,hand,14,0,0.6006406545639038,0.9518295526504517,0.005311535205692053
2,hand,15,0,0.5938182473182678,0.9554558992385864,0.007208411116153002
2,hand,16,0,0.5891597867012024,0.9555469155311584,0.008115608245134354
2,hand,17,0,0.6090779304504395,0.9194617867469788,0.00749856187030673
2,hand,18,0,0.6042644381523132,0.940687894821167,0.009700988419353962
2,hand,19,0,0.5984592437744141,0.9456074237823486,0.011449003592133522
2,hand,20,0,0.5942577123641968,0.9458207488059998,0.012746199034154415
2,pose,0,-1,0.5120556950569153,0.20490749180316925,-0.7117483615875244
