frame,part,index,hand_index,x,y,z
1,hand,0,0,0.5960373878479004,0.8591620922088623,9.053643168499548e-08
1,hand,1,0,0.5819923281669617,0.8687986731529236,-0.007033027242869139
1,hand,2,0,0.5745933055877686,0.8936814069747925,-0.008947165682911873
1,hand,3,0,0.5716149210929871,0.9177392721176147,-0.009110482409596443
1,hand,4,0,0.5694066882133484,0.9363312125205994,-0.008782637305557728
1,hand,5,0,0.5865240097045898,0.9190080165863037,-0.00790667999535799
1,hand,6,0,0.5796879529953003,0.9487317204475403,-0.010006396099925041
1,hand,7,0,0.574536919593811,0.9636475443840027,-0.01120362151414156
1,hand,8,0,0.5707212090492249,0.9735673666000366,-0.011755098588764668
1,hand,9,0,0.5947383046150208,0.9211817383766174,-0.004327025730162859
1,hand,10,0,0.5872583985328674,0.9483603835105896,-0.0054827542044222355
1,hand,11,0,0.5810400247573853,0.9593921899795532,-0.005679957568645477
1,hand,12,0,0.5760447382926941,0.9666457176208496,-0.005784490145742893
1,hand,13,0,0.6002282500267029,0.919636070728302,-0.001043597236275673
1,hand,14,0,0.5938690900802612,0.9446043372154236,-0.0016974428435787559
1,hand,15,0,0.5881223678588867,0.9542253017425537,-0.0012265844270586967
1,hand,16,0,0.5834587216377258,0.9598745703697205,-0.0009504706831648946
1,hand,17,0,0.6033934354782104,0.9162976145744324,0.0016433526761829853
1,hand,18,0,0.6001501679420471,0.9383381009101868,0.0010636139195412397
1,hand,19,0,0.5955744385719299,0.9476346969604492,0.0016011937987059355
1,hand,20,0,0.5916998982429504,0.9517799615859985,0.0022292460780590773
1,pose,0,-1,0.5161862969398499,0.22079318761825562,-0.5804342031478882
1,pose,1,-1,0.5274801850318909,0.19573917984962463,-0.5562323927879333
1,pose,2,-1,0.5334410071372986,0.19660526514053345,-0.5563366413116455
1,pose,3,-1,0.5380964875221252,0.19794952869415283,-0.556502640247345
1,pose,4,-1,0.5085262656211853,0.1950264275074005,-0.5532352328300476
1,pose,5,-1,0.5030760169029236,0.19574996829032898,-0.5533360838890076
1,pose,6,-1,0.49858108162879944,0.1961187720298767,-0.5534131526947021
1,pose,7,-1,0.5457244515419006,0.21219462156295776,-0.41643890738487244
1,pose,8,-1,0.4919286370277405,0.2125004231929779,-0.40427276492118835
1,pose,9,-1,0.5287712812423706,0.25205960869789124,-0.5289686322212219
1,pose,10,-1,0.5043795108795166,0.2484349012374878,-0.5255274772644043
1,pose,11,-1,0.5852876305580139,0.3811473548412323,-0.3378545343875885
1,pose,12,-1,0.44318681955337524,0.38723745942115784,-0.3099132478237152
1,pose,13,-1,0.5912783741950989,0.6079647541046143,-0.31582415103912354
1,pose,14,-1,0.44799280166625977,0.5933406949043274,-0.2668672204017639
1,pose,15,-1,0.5919742584228516,0.8511662483215332,-0.37852394580841064
1,pose,16,-1,0.4427734911441803,0.8133744597434998,-0.33511874079704285
1,pose,17,-1,0.6000728607177734,0.9126137495040894,-0.4168063998222351
1,pose,18,-1,0.43537551164627075,0.8798487186431885,-0.36447271704673767
1,pose,19,-1,0.5854955315589905,0.9168702363967896,-0.44116660952568054
1,pose,20,-1,0.4450976550579071,0.8805152773857117,-0.4016934931278229
